Transaction ID,Date,Account Number,Transaction Type,Amount,Source System,Reconciliation Status,Discrepancy Reason,Currency,Branch Code,Processed By,Approval Status,Comments,Transaction Mode,Last Modified
TXN008473,2024-02-03,ACC000128,Invoice,-1019.24,Bank,Pending,Missing,,BRC019,User_37,Rejected,,POS,2024-02-03
TXN008474,2024-03-26,ACC000206,Deposit,3859.08,Bank,Mismatched,Duplicate,NGN,BRC003,User_5,Rejected,Confirmed,ATM,2024-03-26
TXN008475,2024-02-27,ACC000088,Deposit,14959.08,Payroll,Adjusted,None,,BRC016,User_17,Approved,,Wire Transfer,2024-02-27
TXN008476,2024-02-03,ACC000418,Withdrawal,-4762.02,Bank,,Incorrect Amount,EUR,BRC001,User_44,Approved,,Manual Entry,2024-02-03
TXN008477,2024-03-08,ACC000115,Withdrawal,11940.57,Payroll,Matched,None,USD,BRC020,User_43,Pending,Confirmed,Online,2024-03-08
TXN008478,2024-03-19,ACC000491,Invoice,3632.99,ERP,Mismatched,Missing,NGN,BRC008,User_38,Pending,Urgent,ATM,2024-03-19
TXN008479,2024-03-04,ACC000197,Deposit,-351.53,General Ledger,Mismatched,Duplicate,USD,BRC009,User_24,Approved,,Unknown,2024-03-04
TXN008480,2024-03-22,ACC000373,Payment,4266.9,Bank,Matched,None,GBP,BRC001,User_35,Rejected,Needs review,Wire Transfer,2024-03-22
TXN008481,2024-03-11,ACC000431,Transfer,10220.34,General Ledger,Matched,None,NGN,BRC010,User_26,Approved,Confirmed,Wire Transfer,2024-03-11
TXN008482,2024-03-10,ACC000386,Payment,-409.29,CRM,Adjusted,Missing,USD,BRC010,User_34,Pending,Confirmed,POS,2024-03-10
TXN008483,2024-02-10,ACC000164,Transfer,1192.97,CRM,Mismatched,Duplicate,,BRC020,User_35,Approved,Incorrect amount,ATM,2024-02-10
TXN008484,2024-02-12,ACC000097,Transfer,10806.21,Payroll,Mismatched,Missing,EUR,BRC019,User_36,Rejected,Needs review,Manual Entry,2024-02-12
TXN008485,2024-03-28,ACC000308,Deposit,6752.03,Payroll,Mismatched,Duplicate,GBP,BRC001,User_14,Pending,Duplicate entry,Online,2024-03-28
TXN008486,2024-01-04,ACC000064,Transfer,12742.93,Bank,Pending,Missing,USD,BRC010,User_30,Pending,,Manual Entry,2024-01-04
TXN008487,2024-03-27,ACC000055,Deposit,13812.8,Payroll,Matched,None,EUR,BRC007,User_41,Rejected,,POS,2024-03-27
TXN008488,2024-01-01,ACC000203,Invoice,6905.78,Payroll,Adjusted,None,GBP,BRC020,User_46,Pending,Urgent,Manual Entry,2024-01-01
TXN008489,2024-01-20,ACC000088,Payment,-2898.78,Bank,Mismatched,Missing,GBP,BRC006,User_43,Approved,Duplicate entry,POS,2024-01-20
TXN008490,2024-02-28,ACC000404,Withdrawal,2243.45,Payroll,Mismatched,Duplicate,USD,BRC017,User_34,Pending,Confirmed,POS,2024-02-28
TXN008491,2024-03-11,ACC000269,Transfer,6207.21,CRM,Matched,None,NGN,BRC002,User_49,Approved,Needs review,Online,2024-03-11
TXN008492,2024-03-13,ACC000104,Transfer,5221.6,CRM,Pending,Missing,USD,BRC009,User_28,Pending,Incorrect amount,Manual Entry,2024-03-13
TXN008493,2024-01-08,ACC000178,Payment,-1342.1,ERP,Mismatched,Incorrect Amount,CAD,BRC009,User_7,Rejected,,POS,2024-01-08
TXN008494,2024-02-25,ACC000249,Invoice,8437.78,CRM,Mismatched,None,CAD,BRC013,User_17,Approved,Needs review,POS,2024-02-25
TXN008495,2024-01-21,ACC000089,Transfer,4452.68,Payroll,Matched,None,USD,BRC018,User_32,Rejected,,Online,2024-01-21
TXN008496,2024-03-24,ACC000133,Unknown,1039.05,ERP,Adjusted,Incorrect Amount,GBP,BRC014,User_47,Approved,Urgent,Manual Entry,2024-03-24
TXN008497,2024-02-21,ACC000260,Transfer,2721.03,ERP,Adjusted,Missing,EUR,BRC008,User_15,Approved,,Online,2024-02-21
TXN008498,2024-02-03,ACC000151,Withdrawal,6558.02,Bank,Pending,None,,BRC007,User_44,Pending,Confirmed,ATM,2024-02-03
TXN008499,2024-01-24,ACC000328,Withdrawal,12038.03,General Ledger,Pending,None,NGN,BRC003,User_37,Pending,,Wire Transfer,2024-01-24
TXN008500,2024-02-16,ACC000084,Invoice,3345.18,Bank,Adjusted,Incorrect Amount,EUR,BRC006,User_40,Approved,,Unknown,2024-02-16
TXN008501,2024-03-16,ACC000001,Deposit,11720.84,Payroll,Mismatched,Missing,CAD,BRC019,User_25,Pending,,Online,2024-03-16
TXN008502,2024-02-28,ACC000034,Invoice,-4824.35,General Ledger,Matched,None,CAD,BRC012,User_3,Approved,Urgent,ATM,2024-02-28
TXN008503,2024-02-18,ACC000096,Payment,-3898.47,ERP,Pending,Duplicate,USD,BRC007,User_27,Rejected,Duplicate entry,POS,2024-02-18
TXN008504,2024-01-23,ACC000012,Invoice,11338.36,CRM,Mismatched,None,CAD,BRC017,User_7,Pending,Confirmed,Unknown,2024-01-23
TXN008505,2024-02-29,ACC000498,Payment,13524.68,CRM,Pending,Incorrect Amount,NGN,BRC006,User_41,Rejected,Needs review,Wire Transfer,2024-02-29
TXN008506,2024-02-18,ACC000144,Transfer,12991.69,ERP,Pending,Missing,EUR,BRC003,User_29,Approved,Incorrect amount,POS,2024-02-18
TXN008507,2024-02-05,ACC000356,Transfer,12198.22,General Ledger,Mismatched,None,USD,BRC016,User_43,Rejected,Urgent,Unknown,
TXN008508,2024-03-29,ACC000230,Withdrawal,13441.46,General Ledger,Mismatched,Incorrect Amount,EUR,BRC002,User_1,Pending,Needs review,Manual Entry,2024-03-29
TXN008509,2024-03-29,ACC000223,Transfer,-962.26,ERP,Adjusted,Duplicate,CAD,BRC005,User_23,Pending,Duplicate entry,ATM,2024-03-29
TXN008510,2024-03-15,ACC000103,Withdrawal,13292.74,ERP,Mismatched,None,,BRC013,User_29,Pending,Needs review,Wire Transfer,2024-03-15
TXN008511,2024-02-11,ACC000440,Withdrawal,5353.71,Bank,Pending,Duplicate,NGN,BRC012,User_15,Rejected,Duplicate entry,Online,2024-02-11
TXN008512,,ACC000409,Withdrawal,11440.48,Payroll,Matched,None,,BRC015,User_14,Approved,,ATM,
TXN008513,2024-02-29,ACC000420,Payment,-2797.62,General Ledger,Pending,None,NGN,Unknown,User_9,Rejected,Urgent,Online,2024-02-29
TXN008514,2024-03-14,ACC000029,Transfer,9410.96,Bank,Pending,None,EUR,BRC018,User_33,Rejected,Confirmed,Manual Entry,2024-03-14
TXN008515,2024-03-27,ACC000040,Deposit,11331.71,CRM,Mismatched,Missing,GBP,BRC013,User_15,Approved,Urgent,POS,2024-03-27
TXN008516,2024-02-26,ACC000368,Payment,6453.08,CRM,Mismatched,Incorrect Amount,CAD,BRC015,User_23,Rejected,Confirmed,Manual Entry,2024-02-26
TXN008517,2024-03-16,ACC000043,Transfer,-1175.33,Payroll,Adjusted,Missing,GBP,BRC020,User_11,Approved,Confirmed,POS,2024-03-16
TXN008518,2024-03-24,ACC000017,Invoice,6876.88,ERP,Matched,None,EUR,BRC017,User_32,Rejected,Needs review,Online,2024-03-24
TXN008519,,ACC000229,Invoice,-2135.36,Payroll,Mismatched,Missing,GBP,BRC001,User_47,Rejected,Needs review,Wire Transfer,
TXN008520,2024-02-19,ACC000216,Deposit,-1448.26,ERP,Adjusted,Duplicate,CAD,BRC020,User_14,Pending,Needs review,Wire Transfer,2024-02-19
TXN008521,2024-01-15,ACC000320,Deposit,-4186.36,ERP,Adjusted,Duplicate,USD,BRC018,User_45,Pending,Duplicate entry,Manual Entry,2024-01-15
TXN008522,2024-03-03,ACC000467,Withdrawal,582.24,CRM,Mismatched,Missing,NGN,BRC003,User_38,Pending,Urgent,ATM,2024-03-03
TXN008523,2024-02-08,ACC000152,Payment,869.67,Bank,Adjusted,Missing,NGN,BRC003,User_15,Pending,Confirmed,Online,2024-02-08
TXN008524,2024-03-31,ACC000440,Payment,12280.04,General Ledger,Matched,None,EUR,BRC011,User_43,Rejected,Incorrect amount,POS,2024-03-31
TXN008525,2024-01-24,ACC000323,Invoice,14949.43,CRM,Pending,Incorrect Amount,EUR,BRC015,User_24,Approved,Urgent,POS,
TXN008526,2024-02-06,ACC000383,Deposit,14395.11,ERP,Pending,Duplicate,EUR,BRC011,User_42,Unknown,,ATM,2024-02-06
TXN008527,2024-02-25,ACC000394,Withdrawal,12589.82,Payroll,Mismatched,None,EUR,BRC005,User_7,Approved,,Wire Transfer,2024-02-25
TXN008528,2024-02-05,ACC000027,Withdrawal,14642.75,General Ledger,Pending,None,EUR,BRC011,User_24,Rejected,,Wire Transfer,2024-02-05
TXN008529,2024-03-07,ACC000286,Payment,8095.34,Payroll,Pending,Missing,USD,BRC009,User_29,Pending,Duplicate entry,POS,2024-03-07
TXN008530,2024-02-06,ACC000160,Deposit,1395.21,Payroll,Pending,None,EUR,Unknown,User_25,Approved,Duplicate entry,Manual Entry,2024-02-06
TXN008531,2024-02-25,ACC000234,Invoice,12130.06,ERP,Adjusted,None,EUR,BRC011,User_19,Pending,,POS,2024-02-25
TXN008532,2024-03-31,ACC000161,Transfer,-1318.22,ERP,Matched,None,EUR,BRC002,User_48,Pending,Duplicate entry,ATM,
TXN008533,2024-01-20,ACC000385,Withdrawal,10164.21,General Ledger,Adjusted,None,USD,BRC006,User_34,Approved,Confirmed,Manual Entry,2024-01-20
TXN008534,2024-03-19,ACC000392,Transfer,10063.11,ERP,Pending,Incorrect Amount,CAD,BRC006,User_35,Approved,,Manual Entry,2024-03-19
TXN008535,2024-02-14,ACC000490,Deposit,12287.73,CRM,Matched,None,EUR,Unknown,User_35,Pending,Incorrect amount,Online,2024-02-14
TXN008536,,ACC000369,Deposit,9061.91,Bank,Mismatched,Missing,CAD,BRC002,User_24,Pending,Duplicate entry,Manual Entry,
TXN008537,2024-02-29,ACC000241,Payment,8135.02,CRM,Pending,None,CAD,BRC002,User_42,Approved,Duplicate entry,Manual Entry,2024-02-29
TXN008538,2024-03-28,ACC000236,Withdrawal,8009.21,CRM,Adjusted,Incorrect Amount,USD,BRC005,User_41,Pending,,ATM,2024-03-28
TXN008539,2024-03-10,ACC000153,Payment,8949.84,ERP,Pending,Missing,NGN,BRC005,User_14,Pending,Confirmed,Wire Transfer,2024-03-10
TXN008540,2024-01-17,ACC000491,Deposit,7017.22,Bank,Adjusted,Incorrect Amount,GBP,BRC007,User_6,Rejected,Duplicate entry,Manual Entry,2024-01-17
TXN008541,2024-03-20,ACC000249,Withdrawal,-302.6,ERP,Mismatched,None,,BRC005,User_44,Pending,Needs review,Wire Transfer,2024-03-20
TXN008542,2024-02-12,ACC000476,Payment,-139.69,Payroll,Matched,None,USD,BRC005,User_20,Rejected,Urgent,Manual Entry,2024-02-12
TXN008543,2024-03-13,ACC000318,Payment,13253.36,Payroll,Matched,None,NGN,BRC007,User_19,Rejected,Needs review,Online,2024-03-13
TXN008544,2024-03-10,ACC000306,Deposit,9878.69,Payroll,Mismatched,Missing,USD,BRC010,User_33,Unknown,Incorrect amount,ATM,2024-03-10
TXN008545,2024-01-01,ACC000369,Withdrawal,5033.94,Bank,Mismatched,Missing,NGN,BRC004,User_26,Approved,Duplicate entry,Manual Entry,2024-01-01
TXN008546,2024-03-06,ACC000490,Withdrawal,-2838.69,General Ledger,Matched,None,GBP,BRC016,User_17,Unknown,Duplicate entry,ATM,2024-03-06
TXN008547,2024-03-24,ACC000093,Invoice,-3202.44,ERP,Pending,None,NGN,BRC019,User_39,Approved,Duplicate entry,POS,2024-03-24
TXN008548,2024-03-25,ACC000075,Invoice,7311.57,Bank,Matched,None,EUR,BRC009,User_48,Rejected,Confirmed,Manual Entry,2024-03-25
TXN008549,2024-03-05,ACC000213,Withdrawal,8004.62,Bank,Adjusted,Missing,USD,BRC016,User_4,Pending,Confirmed,Online,2024-03-05
TXN008550,2024-02-13,ACC000408,Invoice,5891.29,Payroll,Adjusted,Duplicate,USD,BRC017,User_18,Pending,Confirmed,Online,2024-02-13
TXN008551,2024-03-12,ACC000203,Payment,3496.38,Bank,Adjusted,Missing,NGN,BRC015,User_11,Rejected,,Wire Transfer,2024-03-12
TXN008552,2024-03-16,ACC000030,Payment,13224.12,CRM,Mismatched,Missing,CAD,BRC017,User_38,Rejected,,Online,2024-03-16
TXN008553,2024-02-05,ACC000481,Transfer,1460.59,Payroll,Matched,None,USD,BRC018,User_40,Pending,Urgent,Online,
TXN008554,2024-03-14,ACC000006,Transfer,4653.51,Payroll,Mismatched,Duplicate,EUR,Unknown,User_8,Pending,Needs review,Manual Entry,2024-03-14
TXN008555,2024-01-15,ACC000474,Transfer,5235.12,Payroll,Mismatched,None,EUR,BRC019,User_1,Approved,Duplicate entry,Manual Entry,2024-01-15
TXN008556,2024-02-12,ACC000294,Deposit,-3678.56,ERP,Adjusted,Incorrect Amount,EUR,BRC009,User_16,Rejected,Needs review,Manual Entry,2024-02-12
TXN008557,2024-03-26,ACC000008,Invoice,12118.17,Bank,Matched,None,USD,BRC017,User_13,Pending,Needs review,Online,2024-03-26
TXN008558,2024-03-28,ACC000037,Invoice,13704.67,General Ledger,Pending,Missing,EUR,BRC020,User_10,Approved,Duplicate entry,POS,2024-03-28
TXN008559,2024-03-11,ACC000424,Payment,-4893.64,Unknown,Matched,None,USD,BRC010,User_20,Approved,Needs review,POS,2024-03-11
TXN008560,2024-03-31,ACC000451,Invoice,11299.99,Bank,Pending,None,CAD,BRC004,User_25,Approved,,Wire Transfer,2024-03-31
TXN008561,2024-01-19,ACC000233,Transfer,8206.04,General Ledger,Adjusted,Incorrect Amount,NGN,BRC006,User_40,Approved,,Wire Transfer,2024-01-19
TXN008562,2024-01-01,ACC000331,Withdrawal,7353.46,CRM,Pending,Duplicate,USD,BRC004,User_22,Pending,,ATM,2024-01-01
TXN008563,2024-01-29,ACC000493,Transfer,14773.89,Payroll,Mismatched,None,USD,BRC006,User_37,Pending,Needs review,Manual Entry,2024-01-29
TXN008564,2024-01-10,ACC000442,Transfer,8114.14,ERP,Adjusted,Incorrect Amount,USD,Unknown,User_24,Rejected,Duplicate entry,ATM,2024-01-10
TXN008565,2024-02-20,ACC000355,Deposit,-1908.1,General Ledger,Adjusted,None,EUR,BRC004,User_21,Approved,Duplicate entry,Wire Transfer,2024-02-20
TXN008566,2024-03-28,ACC000070,Unknown,7027.38,General Ledger,Adjusted,Missing,NGN,BRC017,User_29,Pending,Confirmed,POS,2024-03-28
TXN008567,2024-01-25,ACC000374,Transfer,-4005.65,Payroll,Pending,Incorrect Amount,NGN,BRC018,User_44,Approved,Duplicate entry,POS,2024-01-25
TXN008568,2024-03-18,ACC000470,Withdrawal,6955.51,CRM,Matched,None,USD,BRC003,User_37,Rejected,Incorrect amount,Wire Transfer,2024-03-18
TXN008569,2024-01-16,ACC000446,Payment,9951.29,Payroll,Pending,Incorrect Amount,NGN,BRC011,User_18,Approved,Confirmed,ATM,2024-01-16
TXN008570,2024-01-23,,Invoice,14434.96,Bank,Mismatched,Duplicate,NGN,BRC008,User_47,Pending,,POS,2024-01-23
TXN008571,2024-02-02,ACC000497,Withdrawal,10139.72,ERP,Mismatched,None,EUR,BRC020,User_8,Rejected,Confirmed,Wire Transfer,
TXN008572,2024-02-13,ACC000151,Deposit,-2021.18,Bank,Pending,Duplicate,EUR,BRC018,User_21,Rejected,Urgent,Wire Transfer,2024-02-13
TXN008573,2024-01-16,ACC000085,Withdrawal,3975.82,CRM,Matched,None,,BRC014,User_12,Pending,Incorrect amount,Wire Transfer,2024-01-16
TXN008574,2024-02-22,ACC000199,Payment,13066.31,ERP,Pending,Duplicate,EUR,BRC020,User_36,Approved,Duplicate entry,Manual Entry,2024-02-22
TXN008575,2024-02-19,ACC000144,Unknown,1946.18,General Ledger,Matched,None,CAD,BRC019,User_48,Approved,Duplicate entry,Manual Entry,2024-02-19
TXN008576,2024-01-25,ACC000256,Transfer,2844.93,Payroll,Mismatched,None,USD,BRC010,User_6,Rejected,Urgent,Wire Transfer,2024-01-25
TXN008577,2024-02-19,ACC000080,Invoice,2086.56,Unknown,Adjusted,None,EUR,BRC006,User_39,Pending,Urgent,POS,2024-02-19
TXN008578,2024-01-19,ACC000484,Withdrawal,1554.32,Bank,Pending,Incorrect Amount,CAD,BRC009,User_36,Rejected,,Wire Transfer,2024-01-19
TXN008579,2024-03-25,ACC000350,Invoice,12617.08,Payroll,Matched,None,NGN,BRC020,User_38,Approved,Needs review,Unknown,2024-03-25
TXN008580,2024-02-13,ACC000454,Transfer,4879.51,ERP,Adjusted,Incorrect Amount,CAD,BRC015,User_34,Pending,Urgent,ATM,2024-02-13
TXN008581,,ACC000289,Deposit,8739.08,Payroll,Adjusted,Duplicate,GBP,BRC002,User_15,Rejected,Confirmed,Manual Entry,
TXN008582,2024-02-07,ACC000239,Withdrawal,1503.63,Payroll,Mismatched,Duplicate,EUR,BRC003,User_26,Pending,Needs review,Wire Transfer,2024-02-07
TXN008583,2024-02-19,ACC000061,Deposit,13479.75,CRM,Matched,None,USD,BRC011,User_24,Rejected,Duplicate entry,Wire Transfer,2024-02-19
TXN008584,2024-02-04,ACC000405,Transfer,14301.23,Bank,Pending,Duplicate,NGN,BRC010,User_10,Approved,Confirmed,Online,2024-02-04
TXN008585,2024-01-20,ACC000441,Deposit,-3514.3,General Ledger,Mismatched,Duplicate,GBP,BRC011,User_9,Approved,Duplicate entry,ATM,2024-01-20
TXN008586,2024-03-30,ACC000404,Transfer,-3474.21,CRM,Pending,Incorrect Amount,NGN,BRC011,User_46,Rejected,Urgent,Wire Transfer,2024-03-30
TXN008587,2024-02-01,,Payment,10560.71,Payroll,Matched,None,CAD,BRC017,User_38,Pending,,Wire Transfer,2024-02-01
TXN008588,2024-03-05,ACC000194,Deposit,-1189.66,ERP,Matched,None,NGN,BRC006,User_19,Rejected,Duplicate entry,Online,2024-03-05
TXN008589,2024-03-23,ACC000038,Payment,-301.56,Bank,Mismatched,None,NGN,BRC010,User_22,Pending,Urgent,Manual Entry,2024-03-23
TXN008590,2024-03-12,ACC000110,Unknown,-3366.8,CRM,Pending,Incorrect Amount,CAD,BRC009,User_3,Approved,Confirmed,POS,2024-03-12
TXN008591,2024-03-10,ACC000339,Invoice,1970.43,Bank,Mismatched,Incorrect Amount,EUR,Unknown,User_44,Approved,Confirmed,ATM,2024-03-10
TXN008592,2024-03-21,ACC000395,Deposit,-478.11,CRM,Pending,None,EUR,BRC012,User_35,Rejected,Confirmed,ATM,2024-03-21
TXN008593,2024-01-27,ACC000406,Invoice,2653.83,Bank,Adjusted,Incorrect Amount,EUR,Unknown,User_20,Approved,Needs review,Manual Entry,2024-01-27
TXN008594,2024-01-27,ACC000028,Deposit,14515.36,ERP,Pending,Missing,CAD,BRC016,User_4,Pending,,ATM,2024-01-27
TXN008595,2024-01-19,ACC000384,Payment,2354.7,CRM,Mismatched,Duplicate,NGN,BRC001,User_15,Rejected,,ATM,2024-01-19
TXN008596,2024-02-23,ACC000081,Deposit,8352.63,General Ledger,Adjusted,Incorrect Amount,NGN,BRC009,User_23,Approved,Incorrect amount,ATM,2024-02-23
TXN008597,2024-02-19,ACC000360,Deposit,-1045.05,General Ledger,Adjusted,Incorrect Amount,USD,BRC003,User_13,Rejected,Incorrect amount,Wire Transfer,2024-02-19
TXN008598,2024-01-17,ACC000346,Payment,-1265.45,CRM,Pending,Duplicate,NGN,BRC016,User_9,Rejected,,ATM,2024-01-17
TXN008599,2024-02-13,ACC000183,Withdrawal,-1885.01,Payroll,,Duplicate,EUR,BRC018,User_44,Pending,Needs review,ATM,2024-02-13
TXN008600,2024-02-09,ACC000098,Deposit,2165.42,Bank,Matched,None,GBP,BRC017,User_47,Rejected,Needs review,ATM,2024-02-09
TXN008601,2024-01-22,ACC000311,Transfer,10093.16,Payroll,Mismatched,Incorrect Amount,USD,BRC016,User_15,Approved,Duplicate entry,Wire Transfer,2024-01-22
TXN008602,2024-01-08,ACC000401,Transfer,1694.85,Payroll,Adjusted,Missing,NGN,BRC012,User_24,Rejected,Needs review,Wire Transfer,2024-01-08
TXN008603,2024-03-01,ACC000145,Transfer,4381.61,Bank,Mismatched,Incorrect Amount,EUR,BRC012,User_18,Approved,Urgent,POS,
TXN008604,,ACC000401,Withdrawal,5015.97,ERP,Mismatched,Missing,NGN,BRC004,User_20,Approved,Incorrect amount,Wire Transfer,
TXN008605,2024-02-27,ACC000201,Invoice,12296.77,Payroll,Adjusted,Duplicate,GBP,BRC019,User_41,Rejected,Needs review,Unknown,2024-02-27
TXN008606,2024-02-20,ACC000007,Withdrawal,14497.39,ERP,Adjusted,Missing,NGN,BRC017,User_40,Approved,Duplicate entry,ATM,2024-02-20
TXN008607,2024-02-14,ACC000104,Invoice,-3706.04,ERP,Pending,Missing,,BRC020,User_19,Pending,Needs review,Online,2024-02-14
TXN008608,2024-01-28,ACC000399,Transfer,6124.18,Payroll,Adjusted,Missing,GBP,BRC013,User_30,Rejected,Urgent,Wire Transfer,2024-01-28
TXN008609,2024-03-19,ACC000057,Invoice,5105.16,Payroll,Adjusted,Missing,USD,BRC015,User_31,Rejected,Urgent,Manual Entry,2024-03-19
TXN008610,2024-01-14,ACC000286,Invoice,5265.3,General Ledger,,Missing,GBP,BRC006,User_3,Pending,Needs review,Wire Transfer,2024-01-14
TXN008611,2024-02-08,ACC000107,Payment,-876.2,CRM,Pending,Duplicate,USD,BRC014,User_50,Rejected,Confirmed,ATM,2024-02-08
TXN008612,2024-02-15,ACC000319,Withdrawal,-2677.53,Bank,Mismatched,None,USD,BRC018,User_31,Rejected,,POS,2024-02-15
TXN008613,2024-03-23,ACC000268,Invoice,4889.66,Payroll,Mismatched,None,USD,BRC009,User_10,Rejected,Needs review,ATM,2024-03-23
TXN008614,2024-03-05,ACC000333,Deposit,-1268.71,General Ledger,Matched,None,CAD,BRC012,User_24,Rejected,Confirmed,Manual Entry,2024-03-05
TXN008615,2024-02-05,ACC000377,Withdrawal,6160.86,Bank,Pending,None,USD,BRC001,User_8,Approved,Needs review,ATM,2024-02-05
TXN008616,2024-02-04,ACC000419,Deposit,14583.02,General Ledger,Mismatched,None,NGN,BRC018,User_15,Approved,Duplicate entry,ATM,2024-02-04
TXN008617,2024-03-21,ACC000130,Deposit,-3800.34,General Ledger,Adjusted,None,NGN,BRC013,User_43,Approved,Confirmed,Manual Entry,2024-03-21
TXN008618,2024-01-28,ACC000107,Payment,-1313.3,General Ledger,Adjusted,None,EUR,BRC002,User_31,Pending,,POS,2024-01-28
TXN008619,2024-02-23,ACC000214,Transfer,11766.93,Payroll,Mismatched,Missing,GBP,BRC013,User_33,Approved,Incorrect amount,ATM,2024-02-23
TXN008620,2024-01-02,ACC000091,Deposit,3787.35,General Ledger,Pending,Missing,EUR,BRC019,User_12,Pending,Urgent,POS,2024-01-02
TXN008621,,ACC000283,Transfer,14952.35,CRM,Pending,Duplicate,GBP,BRC005,User_10,Rejected,,Online,
TXN008622,2024-02-29,ACC000245,Payment,11321.98,ERP,Adjusted,Missing,GBP,BRC002,User_32,Approved,,POS,2024-02-29
TXN008623,2024-01-15,ACC000406,Deposit,10584.98,Unknown,Mismatched,Missing,CAD,BRC009,User_23,Rejected,Incorrect amount,ATM,2024-01-15
TXN008624,2024-03-24,ACC000037,Transfer,656.74,Bank,,None,EUR,BRC017,User_41,Pending,Confirmed,Online,2024-03-24
TXN008625,2024-01-15,ACC000389,Transfer,-2756.85,Bank,Matched,None,CAD,BRC004,User_31,Pending,Incorrect amount,POS,2024-01-15
TXN008626,2024-01-30,ACC000219,Payment,3713.71,General Ledger,Matched,None,NGN,Unknown,User_40,Pending,,POS,2024-01-30
TXN008627,2024-01-17,ACC000423,Invoice,8929.4,CRM,Matched,None,GBP,BRC016,User_4,Approved,Needs review,Wire Transfer,2024-01-17
TXN008628,2024-03-10,ACC000210,Invoice,-3450.66,Bank,Pending,Incorrect Amount,USD,BRC001,User_49,Rejected,Urgent,Manual Entry,2024-03-10
TXN008629,2024-03-02,ACC000083,Invoice,3964.29,ERP,Matched,None,EUR,BRC003,User_36,Rejected,Incorrect amount,Manual Entry,2024-03-02
TXN008630,,ACC000006,Deposit,9713.17,General Ledger,Mismatched,Incorrect Amount,CAD,BRC001,User_31,Rejected,Incorrect amount,POS,
TXN008631,2024-01-21,ACC000189,Deposit,-4277.76,Bank,Mismatched,Incorrect Amount,EUR,BRC011,User_16,Approved,Needs review,Online,2024-01-21
TXN008632,2024-02-16,ACC000388,Deposit,1738.33,Payroll,Pending,Incorrect Amount,NGN,BRC017,User_40,Approved,,POS,2024-02-16
TXN008633,2024-01-28,ACC000178,Payment,7858.08,General Ledger,Adjusted,Incorrect Amount,CAD,BRC011,User_2,Approved,Confirmed,ATM,
TXN008634,2024-01-25,ACC000334,Transfer,-1879.96,Payroll,Pending,Duplicate,,BRC017,User_25,Rejected,,Unknown,2024-01-25
TXN008635,2024-02-20,ACC000283,Payment,1014.78,Bank,Pending,Duplicate,USD,Unknown,User_2,Approved,Duplicate entry,Wire Transfer,2024-02-20
TXN008636,2024-01-29,ACC000427,Deposit,11386.79,CRM,Pending,Incorrect Amount,EUR,BRC019,User_22,Rejected,Duplicate entry,Manual Entry,2024-01-29
TXN008637,2024-02-28,ACC000207,Invoice,514.96,ERP,Pending,Missing,EUR,BRC016,User_18,Approved,Incorrect amount,Manual Entry,2024-02-28
TXN008638,2024-01-19,ACC000009,Withdrawal,1600.51,CRM,Adjusted,Missing,NGN,BRC001,User_10,Rejected,Confirmed,ATM,2024-01-19
TXN008639,2024-01-27,ACC000135,Withdrawal,8086.76,Payroll,Matched,None,CAD,BRC001,User_6,Approved,Confirmed,Wire Transfer,2024-01-27
TXN008640,2024-03-25,ACC000089,Deposit,7045.8,Payroll,Mismatched,Missing,CAD,BRC017,User_38,Rejected,Confirmed,Online,2024-03-25
TXN008641,2024-03-19,ACC000013,Deposit,1811.78,Payroll,Mismatched,Duplicate,CAD,BRC019,User_13,Pending,Urgent,ATM,2024-03-19
TXN008642,2024-02-18,ACC000345,Transfer,-4600.31,Bank,Adjusted,Incorrect Amount,NGN,BRC003,User_3,Approved,Needs review,Online,2024-02-18
TXN008643,2024-01-05,ACC000082,Transfer,9261.04,General Ledger,Matched,None,EUR,BRC009,User_48,Rejected,Needs review,Online,2024-01-05
TXN008644,2024-02-28,ACC000393,Transfer,-1835.48,General Ledger,Mismatched,None,GBP,BRC012,User_50,Approved,Duplicate entry,Wire Transfer,2024-02-28
TXN008645,2024-03-19,ACC000217,Invoice,12428.96,General Ledger,Pending,Incorrect Amount,CAD,BRC011,User_47,Rejected,,Unknown,2024-03-19
TXN008646,2024-02-11,ACC000377,Invoice,-1864.57,ERP,Adjusted,Duplicate,CAD,BRC013,User_4,Pending,,POS,2024-02-11
TXN008647,2024-01-07,ACC000033,Payment,45.79,General Ledger,Pending,Missing,USD,BRC001,User_49,Pending,Confirmed,ATM,2024-01-07
TXN008648,2024-03-03,ACC000196,Payment,5492.8,CRM,Mismatched,Duplicate,NGN,BRC014,User_9,Rejected,Needs review,Online,2024-03-03
TXN008649,2024-01-16,ACC000238,Payment,-2361.66,General Ledger,Mismatched,Missing,EUR,BRC009,User_31,Approved,Duplicate entry,Online,2024-01-16
TXN008650,2024-03-30,ACC000499,Payment,-3336.77,CRM,Mismatched,Duplicate,CAD,BRC008,User_45,Approved,Duplicate entry,Wire Transfer,2024-03-30
TXN008651,2024-01-28,ACC000138,Payment,4314.48,General Ledger,Matched,None,USD,BRC004,User_44,Pending,,ATM,
TXN008652,2024-03-22,ACC000223,Payment,4844.59,General Ledger,Adjusted,Missing,CAD,BRC013,User_8,Pending,,ATM,2024-03-22
